name,중량,칼로리,탄수화물,당류,지방,단백질,나트륨,source,basis
진짜고구마 소보로소보로빵,115.0,400.2,,26.001499999999997,,7.003499999999999,219.64999999999998,식약처음식,1인분
클래식딸기잼 맘모스소보로빵,370.0,1483.7,,77.996,,24.013,1250.6000000000001,식약처음식,1인분
NEW단팥소보로소보로빵,110.0,424.6,,29.997000000000003,,11.0,269.5,식약처음식,1인분
단팥소보루소보로빵,120.0,339.59999999999997,,21.996,,9.155999999999999,230.39999999999998,식약처음식,1인분
소보루 완두앙금빵소보로빵,105.0,260.40000000000003,,21.0,,5.9955,260.40000000000003,식약처음식,1인분
왕단팥소보루소보로빵,130.0,384.8,,23.998,,9.997000000000002,260.0,식약처음식,1인분
맘모스브레드소보로빵,330.0,1204.5,,69.3,,23.099999999999998,924.0,식약처음식,1인분
맘모스브레드(half)소보로빵,170.0,625.6,,36.006,,12.001999999999999,469.2,식약처음식,1인분
밤이듬뿍맘모스(대)소보로빵,335.0,1145.7,,102.00750000000001,,17.018,760.45,식약처음식,1인분
밤이듬뿍맘모스(소)소보로빵,167.0,569.47,,51.001799999999996,,9.001299999999999,380.76,식약처음식,1인분
치치모스(대)소보로빵,240.0,835.1999999999999,,46.008,,18.0,780.0,식약처음식,1인분
치치모스(소)소보로빵,120.0,415.2,,23.004,,9.0,390.0,식약처음식,1인분
감자샐러드 소세지빵,135.0,430.65000000000003,,5.994000000000001,,13.9995,822.1500000000001,식약처음식,1인분
돌돌말린모짜렐라치즈소시지소세지빵,125.0,365.0,,3.0,,16.0,910.0,식약처음식,1인분
든든한통소시지빵소세지빵,170.0,469.2,,8.993,,14.994,919.6999999999999,식약처음식,1인분
롱소시지 빼로야소세지빵,135.0,460.35,,4.995000000000001,,19.9935,1062.45,식약처음식,1인분
뽀드득그릴소시지소세지빵,115.0,285.2,,6.002999999999999,,9.0045,640.55,식약처음식,1인분
소시지빵(낙엽빵)소세지빵,94.0,280.12,,5.0008,,10.998,546.14,식약처음식,1인분
소시지소프트프랑스소세지빵,162.0,510.3,41.0022,9.9954,31.006800000000002,16.0056,960.6600000000001,식약처음식,1인분
소시지조리빵소세지빵,100.0,285.0,,8.0,,10.0,530.0,식약처음식,1인분
스모크소시지빵 할라피뇨소세지빵,137.0,458.95000000000005,,4.11,,16.44,1012.4300000000001,식약처음식,1인분
스모크 소시지빵소세지빵,129.0,446.34000000000003,,5.0052,,15.996,937.83,식약처음식,1인분
오징어깨임소세지빵,119.0,340.34,,2.9987999999999997,,12.9948,719.9499999999999,식약처음식,1인분
추억의소시지빵소세지빵,130.0,340.6,,8.996,,6.994,460.2,식약처음식,1인분
후라잉소시지포테이토소세지빵,120.0,369.59999999999997,,6.0,,11.004,680.4,식약처음식,1인분
탱글탱글 뽀드득 소시지소세지빵,134.0,335.0,33.0042,11.001400000000002,17.0046,14.003,779.88,식약처음식,1인분
허니마요 소세지소세지빵,175.0,561.75,46.550000000000004,6.3,33.074999999999996,19.25,892.5,식약처음식,1인분
NEW고소한후랑크소시지소세지빵,98.0,320.46,,8.9964,,12.004999999999999,680.12,식약처음식,1인분
NEW어니언소시지포카치아소세지빵,110.0,369.6,,4.0040000000000004,,13.002,640.2,식약처음식,1인분
NEW추억의소시지빵소세지빵,120.0,410.4,,11.004,,12.0,720.0,식약처음식,1인분
길어서 더 든든한 롱롱소시지빵소세지빵,168.0,490.56,,11.995199999999999,,17.0016,1130.6399999999999,식약처음식,1인분
낙엽소시지브레드소세지빵,136.0,390.32000000000005,,9.996,,11.0024,760.24,식약처음식,1인분
매콤할라 소시지빵소세지빵,112.0,395.36,,5.0064,,12.006400000000001,720.1600000000001,식약처음식,1인분
소세지빵,192.5,500.5,,1.0010000000000001,,18.99975,679.525,식약처음식,1인분
소시지빵소세지빵,80.0,163.20000000000002,23.0,8.0,6.0,5.0,267.2,식약처음식,1인분
건포도 스콘,90.0,392.40000000000003,,24.003000000000004,,5.004,309.6,식약처음식,1인분
고메버터 스콘,80.0,342.40000000000003,37.04,13.36,19.680000000000003,4.32,272.8,식약처음식,1인분
녹차 마카다미아 스콘,97.0,456.87,,14.9962,,7.003399999999999,231.82999999999998,식약처음식,1인분
더블치즈 스콘,62.0,261.02,,13.9996,,3.999,313.71999999999997,식약처음식,1인분
라즈베리잼&크림 스콘,160.0,585.6,,18.0,,8.0,430.40000000000003,식약처음식,1인분
리얼초코 스콘,80.0,356.8,38.400000000000006,14.240000000000002,20.240000000000002,5.2,281.6,식약처음식,1인분
무화과 스콘,80.0,304.8,,14.0,,4.0,240.0,식약처음식,1인분
미니 클래식 스콘,96.0,456.0,,12.0,,6.9984,383.03999999999996,식약처음식,1인분
바질 스콘,80.0,300.0,,10.0,,4.0,250.4,식약처음식,1인분
블루베리 스콘,90.0,370.8,42.84,19.17,20.16,4.41,268.2,식약처음식,1인분
스콘 건포도,90.0,437.40000000000003,,18.999,,5.004,394.2,식약처음식,1인분
스콘 시나몬호두,90.0,366.3,,18.999,,3.9960000000000004,147.6,식약처음식,1인분
아몬드 달고나 스콘,100.0,466.0,,16.0,,9.0,565.0,식약처음식,1인분
아몬드 스콘,65.0,284.7,,14.001,,3.9975000000000005,170.3,식약처음식,1인분
앙버터 스콘,180.0,739.8000000000001,,39.996,,12.996,450.0,식약처음식,1인분
애플시나몬 스콘,80.0,280.0,,11.0,,3.0,240.0,식약처음식,1인분
얼그레이 스콘,80.0,378.40000000000003,,10.0,,6.0,324.8,식약처음식,1인분
오리지널버터스콘,100.0,410.0,,10.0,,6.0,360.0,식약처음식,1인분
초코 스콘,90.0,513.9,,18.999,,10.998000000000001,431.1,식약처음식,1인분
초코칩 스콘,95.0,364.79999999999995,,12.995999999999999,,6.004,320.15,식약처음식,1인분
치즈 넛츠 스콘,90.0,432.0,45.999,,,9.999,322.2,식약처음식,1인분
크랜베리 미니 스콘,35.0,140.0,,7.0,,1.9985,140.0,식약처음식,1인분
크랜베리 스콘,105.0,434.70000000000005,,13.996500000000001,,7.0035,340.2,식약처음식,1인분
클래식 스콘,105.0,468.3,,16.9995,,4.000500000000001,434.70000000000005,식약처음식,1인분
트리플 미니 스콘,103.0,467.62,,15.995899999999999,,8.0031,487.19,식약처음식,1인분
플레인 미니 스콘,35.0,140.0,,2.9995,,1.9985,115.14999999999999,식약처음식,1인분
플레인 스콘,100.0,469.0,,17.0,,6.0,468.0,식약처음식,1인분
피넛 쑥 떡 스콘,118.0,489.7,,26.998399999999997,,6.997399999999999,540.4399999999999,식약처음식,1인분
라즈베리 스콘,90.0,367.2,41.22,14.22,20.43,4.59,280.8,식약처음식,1인분
제주봄빛말차 스콘,90.0,396.90000000000003,43.2,14.85,22.23,6.03,288.90000000000003,식약처음식,1인분
레몬 스콘,104.0,439.92,,27.996800000000004,,5.0024,390.0,식약처음식,1인분
생크림버터스콘,95.0,395.2,,11.001,,7.0015,390.45,식약처음식,1인분
카라멜 스콘,108.0,490.32000000000005,,25.995600000000003,,6.0048,410.40000000000003,식약처음식,1인분
호두카라멜스콘,100.0,410.0,,12.0,,7.0,270.0,식약처음식,1인분
밀크 스콘,85.0,358.7,,12.699,,5.3975,277.09999999999997,식약처음식,1인분
버터버터 소보로 스콘,95.0,361.0,58.995,14.003,11.001,7.0015,376.2,식약처음식,1인분
소금 버터 스콘,122.0,474.58,,19.9958,,8.0032,1084.58,식약처음식,1인분
초코칩 콕콕 스콘,102.0,480.42,,16.0038,,5.9976,366.18,식약처음식,1인분
클래식 버터 스콘 & 딸기잼,112.0,476.00000000000006,,17.0016,,6.0032000000000005,445.76000000000005,식약처음식,1인분
64겹 페스트리 식빵,330.0,1240.8,,36.3,,26.4,1399.1999999999998,식약처음식,1인분
고구마가달구마식빵,285.0,698.25,,39.9,,14.25,741.0,식약처음식,1인분
공주밤 식빵,250.0,702.5,,26.0,,4.0,550.0,식약처음식,1인분
굿모닝 식빵,430.0,1406.1,,25.799999999999997,,55.9,1638.3,식약처음식,1인분
담백하고 쫄깃한 뜯어먹는 식빵 (H),218.0,577.7,95.92,13.080000000000002,13.080000000000002,15.260000000000002,915.6,식약처음식,1인분
더블롤치즈 식빵 (소),240.0,830.4,,13.008,,28.991999999999997,1159.2,식약처음식,1인분
더블롤치즈 식빵,480.0,1660.8,,26.016,,57.024,2308.7999999999997,식약처음식,1인분
데니쉬식빵,510.0,1530.0,,15.299999999999999,,35.699999999999996,2039.9999999999998,식약처음식,1인분
뜯어먹는 쫄깃하고담백한식빵,435.0,1152.75,,26.099999999999998,,30.449999999999996,1826.9999999999998,식약처음식,1인분
뜯어먹는롤치즈브레드 (H)식빵,275.0,789.25,101.0075,13.0075,30.9925,24.9975,1520.75,식약처음식,1인분
뜯어먹는롤치즈식빵,530.0,1510.5,,26.5,,47.699999999999996,2862.0,식약처음식,1인분
뜯어먹는밤식빵 (H),290.0,739.5,,11.6,,14.5,928.0,식약처음식,1인분
뜯어먹는밤식빵,580.0,1479.0,,23.2,,29.0,1856.0,식약처음식,1인분
뜯어먹는크랜베리식빵 (H),264.0,726.0,,42.24,,15.84,897.6,식약처음식,1인분
뜯어먹는크랜베리식빵,530.0,1457.5,,84.8,,31.799999999999997,1802.0,식약처음식,1인분
롤치즈식빵,465.0,1325.25,,9.3,,41.85,2185.5,식약처음식,1인분
모닝토스트식빵,405.0,1559.25,,28.349999999999998,,32.4,1863.0,식약처음식,1인분
모카크림식빵 (H),150.0,589.5,70.995,27.0,31.005000000000003,9.0,529.5,식약처음식,1인분
모카크림식빵,300.0,1185.0,141.0,53.010000000000005,62.010000000000005,18.0,1059.0,식약처음식,1인분
모카패스트리 식빵,360.0,1389.6000000000001,,47.016000000000005,,29.988,1058.4,식약처음식,1인분
미니모카패스트리 식빵,180.0,720.0,,23.003999999999998,,16.002000000000002,529.2,식약처음식,1인분
밀크후레쉬 식빵,376.0,1094.1599999999999,,15.04,,33.839999999999996,1958.9599999999998,식약처음식,1인분
밤식빵 (H),195.0,549.9,,14.9955,,10.998,590.85,식약처음식,1인분
밤식빵,390.0,1099.8,,29.016000000000002,,21.996,1181.7,식약처음식,1인분
밤콩달콩 두유 브레드식빵,155.0,410.75,,27.001000000000005,,11.004999999999999,485.15000000000003,식약처음식,1인분
밤페스트리 식빵,270.0,785.7,,27.0,,16.200000000000003,642.6,식약처음식,1인분
부드럽고촉촉한 식빵,360.0,1184.4,,28.8,,36.0,2278.8,식약처음식,1인분
브리오슈 식빵,445.0,1535.25,,32.04,,40.495,1415.1000000000001,식약처음식,1인분
블루베리요거트롤식빵,100.0,319.0,,15.0,,8.0,228.0,식약처음식,1인분
뺑드미 식빵,376.0,1026.48,,22.56,,30.08,1718.32,식약처음식,1인분
상미종 생식빵,320.0,880.0,,25.6,,22.400000000000002,1344.0,식약처음식,1인분
소보루듬뿍데니쉬식빵,530.0,1643.0,,21.2,,37.1,2120.0,식약처음식,1인분
순수한맛순우유 식빵,410.0,1143.8999999999999,,33.005,,33.005,1689.1999999999998,식약처음식,1인분
스위트밀크식빵 (소),255.0,803.25,,45.9,,20.4,968.9999999999999,식약처음식,1인분
스위트밀크식빵,510.0,1606.5,,91.8,,40.8,1937.9999999999998,식약처음식,1인분
시나몬롤식빵,200.0,806.0,,57.0,,13.0,660.0,식약처음식,1인분
압구정 식빵,240.0,736.8,,22.08,,14.639999999999999,662.4,식약처음식,1인분
오늘도 소식식빵,225.0,670.5,,14.174999999999999,,26.55,978.75,식약처음식,1인분
오렌지 크림치즈롤식빵,110.0,333.3,42.35,14.190000000000001,14.96,7.370000000000001,234.3,식약처음식,1인분
옥수수 식빵,450.0,1179.0,,27.0,,36.0,1746.0,식약처음식,1인분
촉촉함은 담은 쫄깃한 식빵,430.0,1204.0,,8.6,,38.699999999999996,1806.0,식약처음식,1인분
크랜베리캄파뉴 식빵,300.0,813.0,143.10000000000002,24.299999999999997,17.1,21.299999999999997,720.0,식약처음식,1인분
통밤가득밤 식빵,318.0,1058.94,,28.62,,31.8,1014.4200000000001,식약처음식,1인분
페스트리 식빵,376.0,1259.6,,3.76,,30.08,1492.72,식약처음식,1인분
피칸시나몬롤식빵,100.0,238.0,,13.0,,9.0,41.0,식약처음식,1인분
스윗 밀크 브레드식빵,170.0,596.6999999999999,81.6,19.55,23.46,14.62,443.7,식약처음식,1인분
72겹의정성데니쉬 식빵,375.0,1383.75,,58.987500000000004,,28.9875,1301.25,식약처음식,1인분
NEW 모닝토스트식빵,405.0,1498.5,194.39999999999998,28.349999999999998,64.8,32.4,1822.5,식약처음식,1인분
NEW 밤식빵 (H),195.0,569.4,,18.993,,14.9955,659.1,식약처음식,1인분
고구마슈크림식빵,277.0,614.94,99.997,26.0103,18.005,15.0134,709.12,식약처음식,1인분
고소담백더치 브레드식빵,210.0,504.0,,9.009,,14.994,739.2,식약처음식,1인분
고소한 소보루데니쉬식빵,320.0,1126.4,167.008,24.0,40.992000000000004,23.008000000000003,1350.4,식약처음식,1인분
고소한 소보루데니쉬식빵 (H),160.0,564.8000000000001,83.00800000000001,12.0,20.0,12.0,680.0,식약처음식,1인분
고소함이톡톡곡물 식빵,382.0,951.18,,16.999,,33.0048,1180.3799999999999,식약처음식,1인분
달콤향긋한시나몬식빵,134.0,485.08000000000004,71.0066,30.9942,20.0062,7.9998000000000005,439.52000000000004,식약처음식,1인분
담백하고 쫄깃한 뜯어먹는 식빵,435.0,1152.75,191.39999999999998,26.099999999999998,26.099999999999998,30.449999999999996,1826.9999999999998,식약처음식,1인분
뜯어먹는롤치즈브레드식빵,550.0,1573.0,202.015,27.005000000000003,60.995,49.005,3041.5,식약처음식,1인분
마구마구밤 식빵,580.0,1699.3999999999999,,99.99199999999999,,37.004,1519.6,식약처음식,1인분
마구마구밤 식빵 (소),285.0,849.3000000000001,,49.989,,19.0095,760.95,식약처음식,1인분
무화과깜빠뉴 식빵,370.0,936.1,200.466,65.786,,24.161,1909.2,식약처음식,1인분
블랙올리브탕종식빵,211.0,544.38,91.996,9.009699999999999,12.9976,15.0021,1080.32,식약처음식,1인분
소화가 잘되는 식빵,470.0,1461.7,225.13,27.730000000000004,43.239999999999995,42.77,1527.5,식약처음식,1인분
시나몬모닝토스트식빵,405.0,1559.25,202.5,40.5,60.75,28.349999999999998,1782.0,식약처음식,1인분
아침엔보리 쌀롤 (6개입)식빵,216.0,660.96,,17.992800000000003,,14.990400000000001,730.08,식약처음식,1인분
인생 식빵,160.0,430.40000000000003,78.08,14.080000000000002,6.4,15.040000000000001,580.8000000000001,식약처음식,1인분
착한빵식 통밀빵식빵,245.0,715.4000000000001,,29.008000000000003,,20.9965,931.0000000000001,식약처음식,1인분
착한빵 식통밀식빵,489.0,1427.8799999999999,,59.022299999999994,,40.9782,1848.4199999999998,식약처음식,1인분
촉촉함을 담은 쫄깃한 식빵,430.0,1204.0,202.1,8.6,25.799999999999997,38.699999999999996,1806.0,식약처음식,1인분
카야넛 쌀식빵,210.0,699.3000000000001,103.95,17.64,22.05,21.419999999999998,634.2,식약처음식,1인분
통밀 씨드 식빵,280.0,940.8,116.19999999999999,10.639999999999999,37.8,33.879999999999995,923.9999999999999,식약처음식,1인분
2배더진한우유식빵,439.0,1286.27,,41.002599999999994,,37.00769999999999,1909.6499999999999,식약처음식,1인분
2배더진한우유식빵(Half),219.0,639.48,,21.0021,,19.0092,950.4599999999999,식약처음식,1인분
NEW 밤식빵,390.0,1146.6,,37.011,,29.991,1310.3999999999999,식약처음식,1인분
NEW 밤식빵 (half),195.0,569.4,,18.993,,14.9955,659.1,식약처음식,1인분
TLJ옥수수듬뿍옥수수식빵,342.0,995.22,,28.0098,,29.0016,1279.08,식약처음식,1인분
TLJ옥수수식빵,513.0,1492.83,,42.0147,,42.9894,1908.36,식약처음식,1인분
生生생크림식빵,422.0,1287.1,,47.010799999999996,,35.996599999999994,1801.9399999999998,식약처음식,1인분
고단백하루견과곡물브레드식빵,265.0,954.0,,21.014499999999998,,32.012,670.4499999999999,식약처음식,1인분
고메버터식빵,291.0,1059.24,,25.9863,,27.0048,1239.66,식약처음식,1인분
기본좋은소금버터식빵,202.0,644.38,,7.9992,,15.9984,1230.18,식약처음식,1인분
더블롤치즈식빵(대),456.0,1491.12,,24.9888,,54.9936,2280.0,식약처음식,1인분
뜯어먹는롤치즈브레드(1/2)식빵,275.0,789.25,,13.0075,,24.9975,1520.75,식약처음식,1인분
러스크식빵,20.0,85.0,,4.0,,1.0,70.0,식약처음식,1인분
러스크가달구나식빵,111.0,734.82,,31.0023,,9.0021,399.6,식약처음식,1인분
마구마구밤식빵(대),580.0,1624.0,,95.99,,37.004,1658.8,식약처음식,1인분
슬로우오트식빵,299.0,840.19,,13.9932,,24.9964,1010.6200000000001,식약처음식,1인분
찰~토스트식빵,550.0,1320.0,,32.010000000000005,,44.0,1952.5,식약처음식,1인분
촉촉쫄깃탕종식빵,470.0,1170.3,,28.012,,36.002,1978.7,식약처음식,1인분
카라멜러스크식빵,78.0,300.3,,13.002600000000001,,4.0014,180.18,식약처음식,1인분
파란라벨 쫄깃담백루스틱식빵,203.0,519.68,,3.0043999999999995,,18.006099999999996,1049.51,식약처음식,1인분
파란라벨 크랜베리호밀깜빠뉴식빵,240.0,631.1999999999999,,19.992,,24.0,1399.2,식약처음식,1인분
파란라벨 통곡물깜빠뉴식빵,250.0,790.0,,19.0,,25.0,1120.0,식약처음식,1인분
한장씩뜯어먹는32겹브레드식빵,176.0,820.16,,19.008000000000003,,14.995199999999999,700.48,식약처음식,1인분
호박패스트리식빵,358.0,1235.1000000000001,,39.9886,,31.0028,1890.24,식약처음식,1인분
흑미로운찹쌀식빵(대),394.0,1178.06,,18.9908,,36.0116,1449.92,식약처음식,1인분
흑미로운찹쌀식빵(중),264.0,784.08,,12.988800000000001,,23.997600000000002,939.84,식약처음식,1인분
